hgnc	THP1_macrophages_0000min	THP1_macrophages_0030min	THP1_macrophages_0060min	THP1_macrophages_0090min	THP1_macrophages_0120min	THP1_macrophages_0240min	THP1_macrophages_0360min	THP1_macrophages_1440min
ZMYND10	1.3907616518728234	1.1828405590542217	0.9460722007840625	0.7676652252055929	0.8828935527775559	0.45153118841662854	0.2846246495836019	-0.054000266822671686
ST7	4.202754850826681	4.25156051547248	4.3720462903112125	4.373178187626564	4.4476264082717165	4.198435068935192	4.17007441559945	2.8671798614411435
CCDC109B	3.1218914074094375	2.9479730435832705	2.9664427221851737	2.8069842779983776	2.9896003267312086	4.253776035962437	4.795024577003762	3.7468585413807713
THSD7A	7.161979948723932	7.082568556818943	7.192826170197812	7.274449419144439	7.3794465536992355	6.644108677450838	6.900645645070032	5.242108698547974
ACSM3	0.186005407923387	0.46939573345277497	0.2520315722331219	0.7139379270626107	1.0182918757102564	1.3009535144504807	0.8003162179431252	0.13023858446726966
AC004381.6	4.135923817350369	4.204956616386648	4.297503240784643	4.47459015303377	4.574429479037335	4.486080380081958	4.352234512223295	2.353023496961626
FAM214B	4.547889312857153	4.6655928201344095	4.6199384001125345	4.239433798504977	3.6287702356833376	4.066555112464936	4.60495831362784	6.534757560062022
MSL3	4.819635090073108	4.743112594407359	4.662209835386762	4.638656171536825	4.526127800942322	5.046910247478349	5.474938585070378	5.895572280186315
MPO	0.8052751731056634	1.2808028883143083	1.2692995844189836	1.2317596056180171	1.2518688459248262	1.0183760250839846	0.3900428026629547	-1.9506429092086548
GCFC2	4.799114384978955	4.778244727830366	4.840054687487373	4.891955111234745	4.871097400388583	4.6284955363209654	4.330410460774677	3.876462482430946
WDR54	2.7931415726567144	2.8247102772455475	2.9513333156529087	2.8529308625203074	2.970073767411481	2.7184000888414834	2.2549351596180265	-0.3284322345983762
PDK2	4.061830955822467	4.152170464745888	3.9616441619516953	3.8349715033069938	3.584792555190523	2.277327376951246	2.4838746041964885	2.9752660907903192
OSBPL7	3.7322070886197594	3.7964503751034027	3.614277949048087	3.3868270292410254	2.801605063125171	2.705089121008985	2.8704396950507496	3.1803452548060793
KRT33A	-1.5010892030664573	-1.1083869221065008	-1.0735193538706982	-1.631858051876533	-1.9029845996385113	-1.9957645899285272	-3.4544773353305356	-4.551196259797647
CCL18	-4.026994895130544	-3.9967349598948045	-2.848122937326476	-2.4052291335682483	-2.035484355903598	-1.847668253083615	-1.962976255582683	-2.0911252154546256
CCL3	0.7394465130226601	6.5156319279812775	8.231395890206311	8.9904618454629	9.402546243212377	8.670772716338753	8.508898390646632	8.437394525210848
SYNRG	5.731428454683775	5.658835135351552	5.546882626638457	5.396166633725953	5.1122171805209256	5.561427379863432	6.045089985033234	6.932675690245103
CACNG3	-3.212138429096618	-3.63928453773675	-3.8131699644537393	-3.662638282565177	-3.468747624195073	-1.6832521217383198	-1.6931236336945648	-1.5997002845029318
TMEM132A	1.1034439763569197	1.0073771061101888	1.4146362420785377	1.4843605632288215	2.254298354359711	2.8377664633651003	2.512518481729656	2.024244811916965
TNFRSF12A	0.403920913902932	0.40992836638245733	1.0128355127685271	2.121652133179518	2.8223003672157594	2.0957347639195185	1.324461653731648	1.7652633484711995
MAP3K9	1.1511157457983525	1.1989610276477385	1.177836319555556	1.1892684206692503	1.00111237818992	1.7553945165113176	2.1918426153589197	2.198877926748464
RALA	4.848390149880835	4.862167836529761	5.126002103740829	5.643685243592801	5.9943007304250795	6.431679156575353	6.17182862168864	5.764814829681706
BAIAP2L1	1.7717240780591477	1.7607867441626754	1.658931924413832	1.830962160126215	1.9484986655390761	3.1131665710154373	2.671426486544343	2.4808165028735925
JHDM1D	2.6456416037524675	2.5547321821130886	2.72896725648184	2.9264384030861814	3.492703936194118	4.534537714898365	4.660535746503699	5.469413788854565
ETV1	1.2563386503739538	1.1251664818258877	1.2578225252558761	1.1659357349259407	0.9698411630465806	-0.21975450618579953	-0.3891004381428598	-1.5852622007888804
ALDH3B1	5.729193691439149	5.8381396828057195	5.8503507712408815	5.7910476711727386	5.731451440630536	5.1153375985860166	4.6986003020950236	5.881546032246581
GGCT	5.416164599473478	5.295236546929254	5.217876358277705	5.283887350117025	5.168535812852612	4.790101991600294	4.632862584006702	4.1448019218882735
DBF4	5.381596330122248	5.302359286103268	5.296316996157465	5.188062820274407	4.742856707072116	4.905196098629119	5.286482717905097	4.273744504184681
SCIN	3.199335446918548	3.1489355833445707	3.1947291220095373	3.1868490814815984	3.252317897928204	3.73220241798915	4.5566475277878915	3.816138379586934
MYH13	-4.551196259797653	-3.3116567989314314	-2.377759317730888	-2.928970488517248	-2.2645755010846282	-1.1729133783791785	-1.651676548717354	-2.421279371827878
GAS7	6.728569374627444	6.767256398159104	6.743982742212582	6.979350137921716	7.232876162119675	7.701307610494661	7.962687082183079	8.898235941856344
MATK	3.04843785525133	3.140579536673186	3.0079392179532647	2.9450291869066536	2.9082523850328883	2.1654144762266623	1.5337591989052202	1.6331401635880425
CD79B	-0.7627339429316096	-0.8565799130976708	-0.4785181512261053	-0.9738919867503188	-1.11221761741045	-2.614697517981387	-1.7805810324673153	-0.18034225207980523
SCN4A	-1.001669659615119	-0.7573614062393114	-1.1256404484484517	-1.1281281820813618	-1.1455878506364026	-1.8010637914513237	-2.947254279468037	-3.6892696906749034
PAX6	1.45234210548214	1.3955642191207707	1.2460476454926155	1.3188790883916925	1.4400245951443322	0.9070298373272635	0.7016548688680269	-1.16755547441675
RPUSD1	5.024192933136634	5.085374711079913	5.088808452144383	4.743283379002591	4.4324414467056865	3.897851138568808	4.103505768733826	4.225499347896159
PIGQ	4.934163361382334	5.055648074508815	5.073901555432572	4.915491320762483	4.932850049536363	4.709686191794021	4.533770354602117	3.6574232727999565
TEAD3	0.5963897981437014	0.49580196159754325	0.8798651303856713	0.7384684993953724	0.4978336840984351	-0.24907505617449227	-0.7080838665504978	-0.18449237554635695
SELE	-4.551196259797653	-3.684327306382888	-0.08026703213953212	0.6961974128950144	0.7508534695747635	-2.205238996483901	-4.0341754542800725	-4.551196259797647
MYLIP	3.370262116412489	3.490232206375109	3.035511965114759	2.4669799333614915	2.3461906858352686	2.4689976964186435	2.1559110598947138	1.4552727686372537
E2F2	5.251195696110482	5.418350646295851	5.319885133431977	5.015968055714701	4.502544567360209	4.489428125399023	4.4214280899403935	3.6843574079252033
JARID2	5.609748263997169	5.738632478088709	5.8336641897679185	5.766029345491236	5.443127994498382	4.375037940652352	4.622714168843809	5.671765742626681
CAMK1G	-4.308332239710236	-2.9520194517557883	0.4556310850374323	1.771136913097138	2.183760731352109	2.2927011170175415	1.4455786704649531	-0.4605962073104889
